// Type SubType Specific UnitSubType    ID text UnitIcon
      0       0        0           0 21101    0        0
// A-1E Skyraider
//	1	2	21	3	21838	501	10068		
// A-1H Skyraider
	1	2	45	3	21839	502	10068
// A-1J Skyraider
//	1	2	22	3	21840	503	10068
// A-4E Skyhawk
	1	2	44	3	21841	504	10077
// A-4M  Skyhawk
	1	2	23	3	21311	535	10077
// A-10A Thunderbolt
	1	2	1	3	21104	1	10066
// A-10C Warthog
	1	2	59	3	21842	505	10066
// A-6E Intruder
	1	2	3	3	21106	464	10092
// A-7D Corsair
	1	2	24	3	21298	467	10077
// A-7E Corsair
	1	2	25	3	21299	468	10077
// A-37B Dragonfly
//	1	2	2	3	21105	558	10066
// A-50 Mainstay AEW
	1	3	1	5	21117	2	10099
// AC-130U Spooky
	1	2	4	3	21107	3	10070
// AMX
	1	2	29	3	21271	525	10092
// An-2 Colt
	1	11	3	1	21167	6	10068
// An-24 Coke
	1	11	14	1	21169	7	10097
// An-70
//	1	11	5	1	21170	557	10097
// An-72 Coaler
//	1	11	6	1	21171	433	10097
// An-124 Condor
	1	11	2	1	21166	459	10097
// An-225 Mriya
	1	11	4	1	21168	432	10097
// AV-8B Harrier II
	1	2	7	3	21110	420	10077
// AV-8B Harrier II+
	1	2	2	3	21948	603	10077
// B-1B Lancer
	1	4	1	6	21120	419	10072
// B-2 Spirit
	1	4	2	6	21121	424	10133
// B-52D Stratofortress
	1	4	8	6	21291	451	10169
// B-52G  Stratofortress
	1	4	3	6	21292	452	10069
// B-52H Stratofortress
	1	4	9	6	21122	9	10069	
// B-57G
//	1	2	37		21843	506	10079
// Buccaneer
//	1	2	20	3	21273	562	10077
// C-5B Galaxy
	1	11	10	1	21175	461	10080
// C-17 Globemaster III
	1	11	9	1	21174	434	10080
// C-130H Hercules
	1	11	7	1	21172	10	10070
// C-141B Starlifter
	1	11	8	1	21173	460	10080
// E-2C Hawkeye
	1	3	2	5	21118	423	10098
// E-3A Sentry AWACS
	1	3	3	5	21119	40	10098
// E-8C Joint STARS
	1	8	1	10	21153	428	10083
// EA-6B Prowler
	1	5	1	7	21128	417	10092
// EA-18G Growler
	1	5	3	7	21867	587	10076
// EF-111 Raven
	1	5	2	7	21129	42	10072
// EF-2000 Typhoon UK
	1	7	16	9	21281	441	10127
// EF-2000 Typhoon GE
	1	7	50	9	21335	568	10127
// F-4B Phantom
	1	6	51	8	21819	482	10077	
// F-4C Phantom
	1	6	54	8	21820	483	10077
// F-4D Phantom
	1	6	47	8	21814	477	10077
// F-4D SK Phantom
	1	6	34	8	21813	476	10077
// F-4E SK Phantom
	1	6	5	8	21134	45	10077
// F-4E Phantom
	1	6	48	8	21812	475	10077	
// F-4F Phantom
	1	6	63	8	21327	553	10077
// F-4EJ Phantom
	1	6	58	8	21836	499	10077
// F-4E IAF Phantom
	1	6	57	8	21837	500	10077
// F-4G Phantom
	1	2	5	3	21108	35	10077
// F-4J Phantom
	1	6	35	8	21821	484	10077
// F-4K Phantom
	1	6	55	8	21834	497	10077
// F-4M Phantom
	1	6	56	8	21835	498	10077
// F-4N Phantom
	1	6	52	8	21822	485	10077
// F-4S Phantom
	1	6	53	8	21823	486	10077
// F-5A Freedom Fighter
	1	6	59	8	21833	496	10078
// F-5E Tiger II
	1	6	6	8	21135	46	10078
// F-5N Aggressor Squadrons
	1	6	65	8	21342	576	10078
// F-8E Crusader
	1	6	36	8	21851	512	10087
// F-14A Tomcat
	1	6	37	8	21807	470	10074
// F-14B Tomcat
	1	6	2	8	21131	43	10074
// F-14A Aggressor Tomcat
	1	6	66	8	21343	580	10074
// F-14D Tomcat
	1	7	27	9	21808	471	10074
// F-15A Eagle
	1	6	38	8	21806	469	10075
// F-15C Eagle 
	1	6	3	8	21132	44	10075
// F-15C Eagle "65AS"
	1	6	64	8	21341	575	10075
// F-15D Eagle 
	1	6	39	8	21817	480	10075
// F-15DJ Eagle 
	1	6	50	8	21828	491	10075
// F-15CJ Eagle 
	1	6	49	8	21827	490	10075
// F-15E-220 Strike Eagle
	1	7	28	9	21816	479	10075
// F-15E-229 Strike Eagle 
	1	7	2	9	21147	56	10075
// F-15K Slam Eagle 
	1	7	56	9	21864	584	10075
// F-15C Baz IDF/AF
	1	7	70	9	21944	599	10075
// F-15I Ra'am IDF/AF
	1	7	71	9	21945	600	10075
// F-16N AGSR
	1	7	15	9	21269	437	10127
// F-16AM BAF
	1	7	52	9	21337	570	10065
// F-16AM RDAF
	1	7	43	9	21830	493	10065
// F-16AM RNlAF
	1	7	42	9	21832	495	10065
// F16AM RNoAF
	1	7	10	9	21312	536	10065
// F-16A-15
	1	7	21	9	21818	481	10065
// F-16B-15
	1	7	51	9	21336	569	10065
// F-16C-25
	1	7	8	9	21313	537	10065
// F-16C-30
   	1	7	22	9	21809	472	10065
// F-16C-32
	1	7	12	9	21314	538	10065
// F-16CG-40
	1	7	23	9	21288	448	10065
// F-16DG-40
	1	7	24	9	21810	473	10065
// F-16CG-42
	1	7	11	9	21315	539	10065
// F-16CJ-50
	1	7	26	9	21316	540	10065
// F-16CJ-52
	1	7	3	9	21148	57	10065
// F-16DJ-52
	1	7	25	9	21811	474	10065
// F-16C-52+
	1	7	44	9	21829	492	10065
// F-16C-52+
	1	7	54	9	21339	573	10065
// F-16C-TB
	1	7	55	9	21340	574	10065
// KF-16C-32
	1	7	57	9	21865	585	10065
// KF-16C-52
	1	7	58	9	21866	586	10065
// F-16A Block 15 Netz
	1	7	59	9	21933	588	10065
// F-16B Block 15 Netz
	1	7	60	9	21934	589	10065
// F-16C Block 30 Barak I
	1	7	61	9	21935	590	10065
// F-16D Block 30 Barak I
	1	7	62	9	21936	591	10065
// F-16C Block 40 Barak II
	1	7	63	9	21937	592	10065
// F-16D Block 40 Barak II
	1	7	64	9	21938	593	10065
// F-16I Block 52 Sufa
	1	7	65	9	21939	594	10065
// F-16I Block 52 Sufa CFT
	1	7	66	9	21940	595	10065
// F-16C Block 32 EAF
	1	7	67	9	21941	596	10065
// F-16C Block 40 EAF
	1	7	68	9	21942	597	10065
// F-16C Block 52 EAF
	1	7	73	9	21947	602	10065
// F-16AM JAF
	1	7	69	9	21943	598	10065
// CF/A-18A  Hornet
	1	7	41	9	21826	489	10076
// FA-18A Hornet
	1	7	29	9	21815	478	10076
// FA-18B Hornet
	1	7	 45	9	21317	524	10076
// FA-18C Hornet
	1	7	7	9	21149	58	10076
// FA-18C-AU Hornet
	1	7	53	9	21338	571	10076
// FA-18D Hornet
	1	7	6	9	21150	59	10076
// FA-18E Super Hornet
	1	7	4	9	21151	60	10076
// FA-18F Super Hornet
	1	7	30	9	21328	554	10076
// F-22A Raptor
	1	6	4	8	21133	416	10122
// F-100D Super Sabre
	1	7	32	9	21844	507	10086
// F-102A Delta Dagger
//	1	6	40	8	21845	508	10087
// F-104S Starfighter
 	1	6	27	8	21293	453	10078
// F-105D Thunderchief
	1	2	49	3	21296	456	10072
// F-105F Thunderchief 
//	1	2	50	3	21846	509	10072
// F-105G Thunderchief 
//	1	2	51	3	21847	510	10072
// F-106A Delta Dart
//	1	6	41	9	21849	511	10087
// F-111A Aardvark
	1	2	47	3	21824	487	10072
// F-111C Aardvark
	1	2	57	3	21324	547	10072
// F-111D Aardvark
	1	2	46	3	21825	488	10072
// F-111E Aardvark
	1	2	48	3	21831	494	10072
// F-111F Aardvark
	1	2	6	3	21857	527	10072
//F-111G Aardvark
	1	2	56	3	21326	549	10072
// FB-111 Aardvark
	1	2	53	3	21109	36	10072
// F-117 Nighthawk
	1	7	1	9	21146	55	10073
// F-2
//	1	2	32	3	21279	440	10077
// G-4 Super Galeb
	1	2	31	3	21859	550	10092
// G550
	1	3	20	5	21171	433	10098
// IL-28 Beagle
	1	2	8	3	21111	37	10079
// IL-76M Candid
	1	11	11	1	21176	64	10080
// IL-78 Midas Tanker
	1	10	1	13	21160	307	10080
// J-7  Fishbed
	1	6	7	8	21136	47	10086
// J-8  Finback
	1	6	8	8	21137	48	10087
// J-11 Flanker
	1	6	19	8	21858	528	10093
// JA-37 Viggen
	1	6	20	8	21332	565	10093
// JAS-39 Gripen
//	1	6	21	8	21333	566	10093
// Jaguar
	1	2	27	3	21274	563	10092
//KA-6D Intruder Tanker
	1	10	6	13	21277	572	10092
// KC-10 Extender Tanker
	1	10	2	13	21161	61	10082
// KC-130R  Hercules Tanker
//	1	10	3	13	21162	458	10083
// KC-135 Stratotanker Tanker
	1	10	4	13	21163	62	10083
// KC-10 Extender Tanker
	1	10	7	13	21165	605	10082
// KFIR
//	1	7	13	9	21272	561	10077
// MB-339
	1	6	62	8	21848	518	10066
// MiG-17F/J5 Fresco
	1	7	5	9	21287	447	10093
// MiG-17PF
	1	6	42	8	21330	556	10086
// MiG-19SF Farmer C
	1	6	10	8	21138	49	10086
// MiG-19PM Farmer D
	1	6	43	8	21318	541	10086
// MiG-21F Fishbed C
	1	6	44	8	21319	542	10087
// MiG-21MBIS Fishbed N
	1	6	45	8	21320	543	10087
// MiG-21MF/PFM Fishbed
	1	6	11	8	21139	50	10087
// MiG-23ML Flogger
	1	6	12	8	21140	51	10088
// MiG-25 Foxbat
	1	6	13	8	21141	52	10089
// MiG-27  Flogger
	1	2	9	3	21112	463	10088
// MiG-29A Fulcrum
	1	6	14	8	21142	53	10090
// MiG-29S Fulcrum
	1	6	28	8	21116	421	10090
// MiG-29G Fulcrum
	1	6	26	8	21276	439	10074
// MiG-29M-33 Fulcrum
//	1	6	23	8	21321	544	10090
// MiG-31 Foxhound
	1	6	15	8	21143	466	10089
// Mirage 2000-9
	1	7	46	9	21307	532	10128
// Mirage 2000-5
	1	7	39	9	21301	516	10128
// Mirage 2000-C
	1	7	47	9	21856	531	10128
// Mirage 2000-D
	1	7	48	9	21308	533	10128
// Mirage 2000-N
	1	7	49	9	21309	534	10128
// Mirage F-1
	1	7	36	9	21306	521	10077
// Mirage IIIE
	1	7	37	9	21310	522	10141
// OV-10A Bronco
	1	9	50	11	21325	548	10066
// OV-10D Bronco
	1	9	1	11	21154	429	10066
// P-3 Orion
//	1	1	1	2	21102	559	10097
// Q-5 Fantan
	1	2	10	3	21113	38	10086
// Rafale C
	1	7	72	9	21946	601	10127
// RC-135 Rivet Joint - recon
	1	12	1	15	21155	457	10083
//RF-4C
	1	9	10	11	21334	567	10077
// S-3B  Viking
//	1	1	2	2	21308	526	10092
// SR-71 Blackbird
	1	9	3	11	21156	560	10072
// Su-7BMK Fitter
	1	2	13	3	21282	442	10086
// Su-15 Flagon
	1	6	46	8	21295	455	10087
// Su-17 Fitter
	1	2	38	3	21283	443	10087
// Su-20 Fitter
	1	2	39	3	21322	545	10087
// Su-22 Fitter
	1	2	40	3	21323	546	10087
// Su-24 Fencer
	1	2	11	3	21114	422	10072
// Su-25 Frogfoot
	1	2	12	3	21115	39	10092
// Su-27 Flanker
	1	6	1	8	21145	54	10093
// Su-27UB Flanker
	1	6	29	8	21285	445	10089
// Su-30M Flanker
	1	7	38	9	21854	517	10093
// Su-30MKK Flanker
	1	7	40	9	21289	449	10093
// Su-34 Fullback
	1	2	41	3	21284	444	10066
// Su-33 Naval Flanker
	1	6	25	8	21275	438	10093
// Su-35 Super Flanker
	1	6	31	8	21286	446	10093
// Su-37  Super Flanker
	1	6	32	8	21294	454	10090
// Su-39 Frogfoot
	1	2	42	3	21290	450	10066
// Super Entendard
//	1	7	20	9	21331	564	10086
// Tornado ADV
	1	6	60	8	21852	513	10072
// Tornado GR4 UK
	1	2	26	3	21270	465	10072
// Tornado IDS GE 
	1	2	54	3	21853	515	10072
// Tornado ECR GE
	1	2	58	3	21329	555	10072
// Tornado IDS AMI
	1	2	61	3	21862	582	10072
// Tornado ECR AMI
	1	2	60	3	21863	583	10072
// Tu-16 Badger
	1	4	4	6	21124	41	10094
