# Title: MiG-19PF Farmer-D
# Author: BMS
# Revision: Flight Model Manager ver:1.7.1.15 Date: 5/30/2015 11:43:08
#-----------------------------------------------------
# Comments
#-----------------------------------------------------
#MODIF MAV-JP / STORE LIMITER / TO BE USED WITH ASSOCIATED WCD
#MODIF Falcas ThetaMax / GearPos / Flaps / HasOldLandingLight
#MODIF Falcas 01/11/2011
#Modification by TOPOLO : 5-May-2008
#Flat limitor fix 2014-09-03
#MODIF CMDS changed by Uri_ba 28/02/2015
#
#-----------------------------------------------------
# SIMULATION INPUT PANEL
#-----------------------------------------------------
#
#-----------------------------------------------------
# INPUT MASS AND GEOMETRIC PROPERTIES
#-----------------------------------------------------
         +11397.000000  # Empty Weight (lbs)
           +270.000000  # Reference Area
          +3968.000000  # Internal Fuel
#-----------------------------------------------------
# ANGLE OF ATTACK AND SIDESLIP LIMITS
#-----------------------------------------------------
            +22.000000  # AOA Max
            -10.000000  # AOA Min
            +15.000000  # Beta Max
            -15.000000  # Beta Min
             +8.000000  # Max G
           +190.000000  # Max Roll
           +250.000000  # Min Vcas
           +900.000000  # Max Vcas
           +420.000000  # Corner Vcas
             +8.500000  # Theta Max
             +3.000000  # Num Gear
#
#Gear    xPos [ft]          yPos [ft]         zPos [ft]         Extent [deg]
         +11.00         +0.00         +5.00         +110.00
         +26.10         -7.00         +5.00         +114.00
         +26.10         +7.00         +5.00         +114.00
#-----------------------------------------------------
# Physical data
#-----------------------------------------------------
            +25.000000  # CG Loc
            +41.000000  # Length
            +30.000000  # Span
             +3.000000  # Fus Radius
             +9.500000  # Tail Ht
#
# End of Airframe data
#
#
#     BASIC AERODYNAMIC COEFFICIENTS
#
#
#-----------------------------------------------------
#     MACH BREAKPOINTS
#-----------------------------------------------------
+8.000000  # Num MACH
#
  +0.000000  +0.600000  +0.700000  +0.800000  +0.900000  +1.000000  +1.200000  +2.500000
#-----------------------------------------------------
#     ALPHA BREAKPOINTS
#-----------------------------------------------------
+12.000000  # Num Alpha
#
 -20.000000 -10.000000  -5.000000  +0.000000  +5.000000 +10.000000 +15.000000 +20.000000 +25.000000 +30.000000
 +35.000000 +40.000000
#-----------------------------------------------------
#     LIFT COEFFICIENT  CL
#-----------------------------------------------------
+1.000000   # Table Multiplier
#
# Mach: 0
  -0.684000  -0.480000  -0.240000  +0.000000  +0.240000  +0.480000  +0.720000  +0.912000  +1.065600  +1.188500
  +1.286800  +1.365400
#
# Mach: 0.6
  -0.684000  -0.480000  -0.240000  +0.000000  +0.240000  +0.480000  +0.720000  +0.912000  +1.065600  +1.188500
  +1.286800  +1.365400
#
# Mach: 0.7
  -0.684000  -0.480000  -0.240000  +0.000000  +0.240000  +0.480000  +0.720000  +0.912000  +1.065600  +1.188500
  +1.286800  +1.365400
#
# Mach: 0.8
  -0.684000  -0.480000  -0.240000  +0.000000  +0.240000  +0.480000  +0.720000  +0.912000  +1.065600  +1.188500
  +1.286800  +1.365400
#
# Mach: 0.9
  -0.615600  -0.432000  -0.216000  +0.000000  +0.216000  +0.432000  +0.648000  +0.820800  +0.959000  +1.069600
  +1.158100  +1.228900
#
# Mach: 1
  -0.547200  -0.384000  -0.192000  +0.000000  +0.192000  +0.384000  +0.576000  +0.729600  +0.852500  +0.950800
  +1.029400  +1.092300
#
# Mach: 1.2
  -0.478800  -0.336000  -0.168000  +0.000000  +0.168000  +0.336000  +0.504000  +0.638400  +0.745900  +0.831900
  +0.900700  +0.955800
#
# Mach: 2.5
  -0.342000  -0.240000  -0.120000  +0.000000  +0.120000  +0.240000  +0.360000  +0.456000  +0.532800  +0.594200
  +0.643400  +0.682700
#
#-----------------------------------------------------
#     DRAG COEFFICIENT  CD
#-----------------------------------------------------
+0.666660   # Table Multiplier
#
# Mach: 0
  +0.237100  +0.187200  +0.074800  +0.025000  +0.030100  +0.088900  +0.178400  +0.280600  +0.382900  +0.485100
  +0.587400  +0.689600
#
# Mach: 0.6
  +0.221400  +0.181500  +0.087400  +0.025000  +0.030100  +0.088900  +0.178400  +0.280600  +0.408400  +0.568200
  +0.767900  +1.017500
#
# Mach: 0.7
  +0.202100  +0.162300  +0.068100  +0.025300  +0.030600  +0.092600  +0.186900  +0.294600  +0.429300  +0.597700
  +0.808200  +1.071300
#
